1.00E-10,1.00E+08,0.5,100.00,0.1205,0.902,0.09,2.00E+10,0.02,1.00,0.0001086
1.00E-05,1.00E+08,0.5,0.002,0.4998,0.506,0.00,2.00E+05,0.004408,1.00,0.0001034
0.01,1.00E+08,0.5,3.00E-06,0.5,0.52,0.00,200.00,0.09161,0.981,0.0001106
1.00,1.00E+08,0.5,4.00E-08,0.5,0.499,0.00,2.00,0.3874,0.729,0.0002466
